stt,name,province,description,rating,image,keywords,activities,clean_keywords,text_for_model
11,Suối Parle,Huế,"Suối Parle nằm giữa rừng núi, nổi bật với hồ nước xanh mát và những tảng đá lớn. Đây là điểm đến lý tưởng để ngâm mình và thư giãn. Khu vực khá hoang sơ tạo cảm giác gần gũi với thiên nhiên. Du khách có thể picnic hoặc tắm suối. Không khí trong lành khiến nơi này rất được yêu thích.",4.4,https://i.pinimg.com/1200x/65/ed/14/65ed146b6a4bf1f4d23604d6afb837c3.jpg,"thiên nhiên, sinh thái, nguyên sơ, thư giãn",outdoor,"['thiên nhiên', 'sinh thái', 'nguyên sơ', 'thư giãn']","Suối Parle nằm giữa rừng núi, nổi bật với hồ nước xanh mát và những tảng đá lớn. Đây là điểm đến lý tưởng để ngâm mình và thư giãn. Khu vực khá hoang sơ tạo cảm giác gần gũi với thiên nhiên. Du khách có thể picnic hoặc tắm suối. Không khí trong lành khiến nơi này rất được yêu thích. Huế Suối Parle thiên nhiên sinh thái nguyên sơ thư giãn"
12,Đầm Lập An,Huế,"Đầm Lập An nổi tiếng với mặt nước phẳng lặng và khung cảnh núi Bạch Mã phía xa. Nơi đây rất được yêu thích nhờ vẻ đẹp thơ mộng. Người dân địa phương nuôi hàu quanh đầm, tạo nên nét văn hóa độc đáo. Du khách có thể chụp ảnh hoặc thưởng thức hải sản tại các quán ven đầm. Hoàng hôn nơi này đặc biệt ấn tượng.",4.7,https://i.pinimg.com/1200x/32/a0/bd/32a0bd603ba88d814a7f43d17c942230.jpg,"thiên nhiên, thơ mộng, check-in đẹp, ngắm cảnh",outdoor,"['thiên nhiên', 'thơ mộng', 'checkin đẹp', 'ngắm cảnh']","Đầm Lập An nổi tiếng với mặt nước phẳng lặng và khung cảnh núi Bạch Mã phía xa. Nơi đây rất được yêu thích nhờ vẻ đẹp thơ mộng. Người dân địa phương nuôi hàu quanh đầm, tạo nên nét văn hóa độc đáo. Du khách có thể chụp ảnh hoặc thưởng thức hải sản tại các quán ven đầm. Hoàng hôn nơi này đặc biệt ấn tượng. Huế Đầm Lập An thiên nhiên thơ mộng checkin đẹp ngắm cảnh"
13,Đèo Hải Vân – Cổng Trời,Huế,"Đèo Hải Vân là một trong những cung đường đẹp nhất Việt Nam. Cổng Trời nằm trên đỉnh đèo, cho phép nhìn toàn cảnh biển và núi. Nơi đây thu hút nhiều người thích chụp ảnh và phượt. Không khí se lạnh tạo cảm giác dễ chịu. Đây là điểm lý tưởng cho những chuyến đi mạo hiểm nhẹ.",4.8,https://i.pinimg.com/736x/94/e4/b2/94e4b24799b3c4ba33e815c05201814d.jpg,"thiên nhiên, hùng vĩ, ngắm cảnh, chụp ảnh",outdoor,"['thiên nhiên', 'hùng vĩ', 'ngắm cảnh', 'chụp ảnh']","Đèo Hải Vân là một trong những cung đường đẹp nhất Việt Nam. Cổng Trời nằm trên đỉnh đèo, cho phép nhìn toàn cảnh biển và núi. Nơi đây thu hút nhiều người thích chụp ảnh và phượt. Không khí se lạnh tạo cảm giác dễ chịu. Đây là điểm lý tưởng cho những chuyến đi mạo hiểm nhẹ. Huế Đèo Hải Vân – Cổng Trời thiên nhiên hùng vĩ ngắm cảnh chụp ảnh"
14,Núi Bạch Mã,Huế,Núi Bạch Mã nổi tiếng với hệ sinh thái phong phú và khí hậu mát mẻ. Du khách có thể trekking lên ngọn Hải Vọng Đài để ngắm toàn cảnh núi rừng. Thác Đỗ Quyên tại đây rất hùng vĩ và đẹp. Không gian trong lành với rừng cây xanh phủ khắp. Đây là điểm đến đúng nghĩa dành cho người yêu thiên nhiên.,4.8,https://i.pinimg.com/736x/95/fa/cd/95facd2337646c991c1e691ff7d372b3.jpg,"thiên nhiên, sinh thái, trekking, khám phá",outdoor,"['thiên nhiên', 'sinh thái', 'trekking', 'khám phá']",Núi Bạch Mã nổi tiếng với hệ sinh thái phong phú và khí hậu mát mẻ. Du khách có thể trekking lên ngọn Hải Vọng Đài để ngắm toàn cảnh núi rừng. Thác Đỗ Quyên tại đây rất hùng vĩ và đẹp. Không gian trong lành với rừng cây xanh phủ khắp. Đây là điểm đến đúng nghĩa dành cho người yêu thiên nhiên. Huế Núi Bạch Mã thiên nhiên sinh thái trekking khám phá
15,Thác Đỗ Quyên,Huế,"Thác Đỗ Quyên thuộc Vườn Quốc Gia Bạch Mã, nổi tiếng với độ cao và vẻ đẹp hùng vĩ. Để đến thác, du khách phải trekking khá nhiều. Khi đến nơi, cảnh quan thác nước trắng xóa đổ xuống khiến ai cũng choáng ngợp. Không gian nơi đây rất hoang sơ và xanh mát. Thích hợp cho những người thích khám phá.",4.6,https://i.pinimg.com/1200x/91/99/fe/9199fe4a56636e33ded76da0af8f266e.jpg,"thiên nhiên, sinh thái, hùng vĩ, ngắm cảnh",outdoor,"['thiên nhiên', 'sinh thái', 'hùng vĩ', 'ngắm cảnh']","Thác Đỗ Quyên thuộc Vườn Quốc Gia Bạch Mã, nổi tiếng với độ cao và vẻ đẹp hùng vĩ. Để đến thác, du khách phải trekking khá nhiều. Khi đến nơi, cảnh quan thác nước trắng xóa đổ xuống khiến ai cũng choáng ngợp. Không gian nơi đây rất hoang sơ và xanh mát. Thích hợp cho những người thích khám phá. Huế Thác Đỗ Quyên thiên nhiên sinh thái hùng vĩ ngắm cảnh"
16,Chợ Đông Ba,Huế,"Chợ Đông Ba là khu chợ lâu đời và nhộn nhịp nhất ở Huế. Du khách có thể tìm thấy nhiều đặc sản và sản phẩm truyền thống. Không khí chợ đông đúc, mang đậm văn hóa địa phương. Đây là nơi lý tưởng để khám phá ẩm thực Huế. Ngoài ra còn có nhiều quầy thủ công mỹ nghệ.",4.3,https://i.pinimg.com/1200x/28/9f/ef/289fef501fc6af7de2677090c8dfabb3.jpg,"ẩm thực, ăn uống,,thưởng thức ẩm thực,sầm uất",indoor,"['ẩm thực', 'ăn uống', 'thưởng thức ẩm thực', 'sầm uất']","Chợ Đông Ba là khu chợ lâu đời và nhộn nhịp nhất ở Huế. Du khách có thể tìm thấy nhiều đặc sản và sản phẩm truyền thống. Không khí chợ đông đúc, mang đậm văn hóa địa phương. Đây là nơi lý tưởng để khám phá ẩm thực Huế. Ngoài ra còn có nhiều quầy thủ công mỹ nghệ. Huế Chợ Đông Ba ẩm thực ăn uống thưởng thức ẩm thực sầm uất"
17,Phố đi bộ Nguyễn Đình Chiểu,Huế,"Phố đi bộ nằm bên bờ sông Hương với nhiều hoạt động văn hóa và giải trí. Du khách có thể tản bộ, uống cà phê hoặc mua sắm. Buổi tối rất đông vui và nhiều ánh đèn. Không gian lãng mạn, phù hợp cho các cặp đôi. Đây là điểm check-in quen thuộc của giới trẻ.",4.5,https://i.pinimg.com/736x/97/36/1b/97361b8f775ba40b5429573cb72dfab5.jpg,"giải trí, đời sống địa phương, dạo phố, check-in đẹp",outdoor,"['giải trí', 'đời sống địa phương', 'dạo phố', 'checkin đẹp']","Phố đi bộ nằm bên bờ sông Hương với nhiều hoạt động văn hóa và giải trí. Du khách có thể tản bộ, uống cà phê hoặc mua sắm. Buổi tối rất đông vui và nhiều ánh đèn. Không gian lãng mạn, phù hợp cho các cặp đôi. Đây là điểm check-in quen thuộc của giới trẻ. Huế Phố đi bộ Nguyễn Đình Chiểu giải trí đời sống địa phương dạo phố checkin đẹp"
18,Công viên Hồ Thủy Tiên,Huế,"Công viên Hồ Thủy Tiên nổi tiếng trên thế giới với vẻ đẹp “ma mị”. Dù bị bỏ hoang, nơi đây vẫn thu hút rất nhiều bạn trẻ đến chụp ảnh. Cấu trúc hình rồng lớn tạo nên khung cảnh độc đáo. Không gian rộng, rừng cây mọc xen lẫn các công trình. Đây là địa điểm khám phá đầy thú vị.",4.2,https://i.pinimg.com/1200x/aa/fd/ac/aafdaceec64286ec0e30537645abc8bc.jpg,"giải trí, huyền bí, độc đáo, chụp ảnh",outdoor,"['giải trí', 'huyền bí', 'độc đáo', 'chụp ảnh']","Công viên Hồ Thủy Tiên nổi tiếng trên thế giới với vẻ đẹp “ma mị”. Dù bị bỏ hoang, nơi đây vẫn thu hút rất nhiều bạn trẻ đến chụp ảnh. Cấu trúc hình rồng lớn tạo nên khung cảnh độc đáo. Không gian rộng, rừng cây mọc xen lẫn các công trình. Đây là địa điểm khám phá đầy thú vị. Huế Công viên Hồ Thủy Tiên giải trí huyền bí độc đáo chụp ảnh"
19,Làng Hương Thủy Xuân,Huế,Làng hương Thủy Xuân nổi tiếng với nghề làm hương truyền thống. Những bó hương đầy màu sắc được trưng bày tạo nên cảnh quan rực rỡ. Du khách có thể chụp ảnh hoặc trải nghiệm làm hương. Người dân địa phương rất thân thiện và hiếu khách. Đây là nơi mang đậm nét văn hóa Huế.,4.5,https://i.pinimg.com/1200x/c4/70/3e/c4703e536e6a5ceadbe7c58036fead0c.jpg,"văn hóa dân gian, truyền thống, trải nghiệm văn hóa bản địa, chụp ảnh",outdoor,"['văn hóa dân gian', 'truyền thống', 'trải nghiệm văn hóa bản địa', 'chụp ảnh']",Làng hương Thủy Xuân nổi tiếng với nghề làm hương truyền thống. Những bó hương đầy màu sắc được trưng bày tạo nên cảnh quan rực rỡ. Du khách có thể chụp ảnh hoặc trải nghiệm làm hương. Người dân địa phương rất thân thiện và hiếu khách. Đây là nơi mang đậm nét văn hóa Huế. Huế Làng Hương Thủy Xuân văn hóa dân gian truyền thống trải nghiệm văn hóa bản địa chụp ảnh
20,Nhà thờ Phủ Cam,Huế,Nhà thờ Phủ Cam mang kiến trúc hiện đại và độc đáo. Công trình được xây bằng đá nâu tạo cảm giác trang nghiêm. Đây là một trong những nhà thờ lớn nhất miền Trung. Du khách thường ghé để chụp ảnh và tham quan kiến trúc. Không gian yên tĩnh phù hợp để dừng chân.,4.6,https://i.pinimg.com/1200x/42/29/16/422916fc1f7b64326b3d79c7a85a590e.jpg,"kiến trúc tôn giáo, cổ kính, tham quan, chụp ảnh",indoor,"['kiến trúc tôn giáo', 'cổ kính', 'tham quan', 'chụp ảnh']",Nhà thờ Phủ Cam mang kiến trúc hiện đại và độc đáo. Công trình được xây bằng đá nâu tạo cảm giác trang nghiêm. Đây là một trong những nhà thờ lớn nhất miền Trung. Du khách thường ghé để chụp ảnh và tham quan kiến trúc. Không gian yên tĩnh phù hợp để dừng chân. Huế Nhà thờ Phủ Cam kiến trúc tôn giáo cổ kính tham quan chụp ảnh
21,Trường Quốc Học Huế,Huế,"Trường Quốc Học Huế nổi tiếng với kiến trúc Pháp màu đỏ đặc trưng. Khuôn viên rộng rãi, mang vẻ cổ kính đầy hoài niệm. Đây là nơi nhiều du khách đến để chụp ảnh và tham quan lịch sử. Trường đã đào tạo nhiều nhân vật nổi tiếng của Việt Nam. Mùa cây thay lá tạo cảnh rất thơ mộng.",4.6,https://i.pinimg.com/1200x/c3/f4/41/c3f44157f06d26420ccddead81834989.jpg,"lịch sử, kiến trúc, biểu tượng, tham quan",outdoor,"['lịch sử', 'kiến trúc', 'biểu tượng', 'tham quan']","Trường Quốc Học Huế nổi tiếng với kiến trúc Pháp màu đỏ đặc trưng. Khuôn viên rộng rãi, mang vẻ cổ kính đầy hoài niệm. Đây là nơi nhiều du khách đến để chụp ảnh và tham quan lịch sử. Trường đã đào tạo nhiều nhân vật nổi tiếng của Việt Nam. Mùa cây thay lá tạo cảnh rất thơ mộng. Huế Trường Quốc Học Huế lịch sử kiến trúc biểu tượng tham quan"
22,Công viên Tứ Tượng,Huế,"Công viên Tứ Tượng là điểm sinh hoạt cộng đồng nằm gần sông Hương. Không gian xanh mát, có nhiều ghế đá để dạo chơi và thư giãn. Đây là nơi thường xuyên diễn ra hoạt động vui chơi của người dân. Du khách có thể dạo bộ hoặc chụp ảnh. Buổi tối gió mát rất dễ chịu.",4.3,https://i.pinimg.com/736x/e3/18/32/e31832f7e917854a9ac9a58fcdea5b09.jpg,"giải trí, xanh mát, thư giãn, dạo bộ",outdoor,"['giải trí', 'xanh mát', 'thư giãn', 'dạo bộ']","Công viên Tứ Tượng là điểm sinh hoạt cộng đồng nằm gần sông Hương. Không gian xanh mát, có nhiều ghế đá để dạo chơi và thư giãn. Đây là nơi thường xuyên diễn ra hoạt động vui chơi của người dân. Du khách có thể dạo bộ hoặc chụp ảnh. Buổi tối gió mát rất dễ chịu. Huế Công viên Tứ Tượng giải trí xanh mát thư giãn dạo bộ"
23,Bảo tàng Mỹ thuật Cung đình Huế,Huế,"Bảo tàng trưng bày nhiều hiện vật cung đình triều Nguyễn. Không gian được thiết kế trang trọng, giúp du khách hiểu thêm về văn hóa Huế. Nhiều đồ gốm, trang phục và nhạc cụ được bảo tồn cẩn thận. Đây là điểm đến yêu thích của người thích nghệ thuật và lịch sử. Mô hình phục dựng cung đình rất sinh động.",4.6,https://i.pinimg.com/1200x/fd/e6/fb/fde6fb962dcee171f4825770d130b304.jpg,"nghệ thuật, di sản, tham quan bảo tàng, cổ kính",indoor,"['nghệ thuật', 'di sản', 'tham quan bảo tàng', 'cổ kính']","Bảo tàng trưng bày nhiều hiện vật cung đình triều Nguyễn. Không gian được thiết kế trang trọng, giúp du khách hiểu thêm về văn hóa Huế. Nhiều đồ gốm, trang phục và nhạc cụ được bảo tồn cẩn thận. Đây là điểm đến yêu thích của người thích nghệ thuật và lịch sử. Mô hình phục dựng cung đình rất sinh động. Huế Bảo tàng Mỹ thuật Cung đình Huế nghệ thuật di sản tham quan bảo tàng cổ kính"
24,Bảo tàng Hồ Chí Minh – Chi nhánh Huế,Huế,Bảo tàng giới thiệu cuộc đời và sự nghiệp của Chủ tịch Hồ Chí Minh. Du khách có thể xem nhiều tư liệu quý và hình ảnh lưu giữ kỷ niệm Người ở Huế. Không gian trưng bày logic và dễ theo dõi. Đây là điểm tham quan giáo dục ý nghĩa. Thích hợp cho gia đình và học sinh.,4.5,https://i.pinimg.com/1200x/5f/9b/77/5f9b77525d450d5c20a504104d3e59d9.jpg,"lịch sử, tham quan bảo tàng, hoài niệm, giáo dục",indoor,"['lịch sử', 'tham quan bảo tàng', 'hoài niệm', 'giáo dục']",Bảo tàng giới thiệu cuộc đời và sự nghiệp của Chủ tịch Hồ Chí Minh. Du khách có thể xem nhiều tư liệu quý và hình ảnh lưu giữ kỷ niệm Người ở Huế. Không gian trưng bày logic và dễ theo dõi. Đây là điểm tham quan giáo dục ý nghĩa. Thích hợp cho gia đình và học sinh. Huế Bảo tàng Hồ Chí Minh – Chi nhánh Huế lịch sử tham quan bảo tàng hoài niệm giáo dục
25,Nhà vườn An Hiên,Huế,Nhà vườn An Hiên là ngôi nhà cổ nổi bật với kiến trúc truyền thống Huế. Khuôn viên rộng với nhiều cây trái và ao hồ mát mẻ. Du khách có thể khám phá không gian sống của gia đình quyền quý thời xưa. Nơi đây mang cảm giác bình yên và đậm màu hoài niệm. Chủ nhà rất thân thiện và hiếu khách.,4.7,https://i.pinimg.com/1200x/f5/4b/7a/f54b7ac19a9b516bfad7b268ea266b58.jpg,"văn hóa, kiến trúc, truyền thống, tham quan",indoor,"['văn hóa', 'kiến trúc', 'truyền thống', 'tham quan']",Nhà vườn An Hiên là ngôi nhà cổ nổi bật với kiến trúc truyền thống Huế. Khuôn viên rộng với nhiều cây trái và ao hồ mát mẻ. Du khách có thể khám phá không gian sống của gia đình quyền quý thời xưa. Nơi đây mang cảm giác bình yên và đậm màu hoài niệm. Chủ nhà rất thân thiện và hiếu khách. Huế Nhà vườn An Hiên văn hóa kiến trúc truyền thống tham quan
26,Cầu Ngói Thanh Toàn,Huế,"Cầu Ngói Thanh Toàn là cây cầu cổ hơn 200 năm tuổi. Kiến trúc lợp ngói mang đậm nét văn hóa làng quê Huế. Du khách có thể tản bộ quanh làng và chụp ảnh. Gần đó còn có bảo tàng nông cụ mang phong vị truyền thống. Không khí yên bình, thân thiện.",4.6,https://i.pinimg.com/1200x/bf/6a/87/bf6a8757cca3b544d8cf14a2f31da136.jpg,"di sản, kiến trúc, biểu tượng, chụp ảnh",outdoor,"['di sản', 'kiến trúc', 'biểu tượng', 'chụp ảnh']","Cầu Ngói Thanh Toàn là cây cầu cổ hơn 200 năm tuổi. Kiến trúc lợp ngói mang đậm nét văn hóa làng quê Huế. Du khách có thể tản bộ quanh làng và chụp ảnh. Gần đó còn có bảo tàng nông cụ mang phong vị truyền thống. Không khí yên bình, thân thiện. Huế Cầu Ngói Thanh Toàn di sản kiến trúc biểu tượng chụp ảnh"
